,Game_Duration
9287,9.2554
9288,15.266883333333334
9289,14.763233333333334
9290,13.517066666666667
9291,8.503416666666666
9292,3.34075
9293,2.6799666666666666
9294,10.593983333333334
9295,7.5316
9296,10.080633333333333
9297,22.65325
9298,24.705949999999998
9299,12.093266666666667
9300,2.78135
9301,23.803483333333336
9302,19.39425
9303,17.880233333333333
9304,16.4039
9305,14.0479
9306,22.0315
9307,13.612716666666667
9308,22.476816666666664
9309,37.366683333333334
9310,23.31315
9311,11.240266666666667
9312,5.81915
9313,9.176833333333333
9314,14.157566666666666
9315,14.001949999999999
9316,6.142783333333333
9317,13.112466666666668
9318,6.285966666666667
9319,5.086633333333333
9320,9.82395
9321,31.209616666666665
9322,10.829416666666667
9323,5.007083333333333
9324,6.692316666666667
9325,10.924633333333333
9326,14.434483333333333
9327,9.057883333333333
9328,15.195066666666666
9329,22.14715
9330,12.824566666666668
9331,9.848183333333333
9332,12.5456
9333,15.850916666666667
9334,14.940816666666667
9335,13.804433333333332
9336,7.6924
9338,19.7747
9339,49.28496666666667
9340,7.897216666666667
9341,26.242900000000002
9342,13.943466666666666
9343,4.357866666666666
9344,7.4716499999999995
9345,19.159083333333335
9346,14.743766666666666
9348,6.258916666666667
9350,14.721583333333333
9351,14.870083333333334
9352,26.868266666666667
9353,5.10865
9354,8.667966666666667
9355,10.725416666666666
9356,5.097833333333333
9357,11.939116666666667
9358,11.140783333333333
9359,4.485633333333333
9360,9.187616666666665
9361,19.936216666666667
9362,5.621566666666666
9363,13.720233333333335
9365,4.842383333333333
9366,17.0483
9367,12.8347
9368,31.935783333333333
9369,25.626933333333334
9370,38.40523333333333
9371,32.80028333333333
9372,20.9787
9373,8.270633333333333
9374,7.806216666666667
9375,7.2199333333333335
9376,35.22616666666667
9377,13.523200000000001
9378,37.848166666666664
9379,16.4896
9380,8.831033333333332
9381,41.63758333333333
9382,26.089333333333332
9383,36.21125
9384,30.478583333333333
9385,47.303999999999995
9386,37.98185
9387,25.19205
9388,1.7157166666666666
9389,13.55105
9390,28.974733333333333
9391,25.598616666666665
9392,21.274833333333333
9393,20.724066666666666
9394,28.638366666666666
9395,38.4807
9396,18.546083333333335
9397,16.83455
9398,18.88703333333333
9399,9.817566666666666
9400,24.238616666666665
9401,23.253216666666667
9402,12.735983333333333
9403,31.52606666666667
9404,32.43785
9405,21.555316666666666
9406,4.647633333333333
9407,2.8894
9408,18.2144
9409,6.436266666666667
9410,5.725983333333334
9411,11.477666666666666
9412,3.914266666666667
9413,24.687450000000002
9414,8.629999999999999
9415,15.934583333333334
9417,12.5686
9418,2.9201166666666665
9419,12.144983333333332
9420,331.06578333333334
9421,204.76398333333333
9422,4.8617333333333335
9423,2.78965
9424,37.33101666666666
9425,9.052216666666668
9426,9.049266666666666
9427,5.8635166666666665
9428,2.4683
9429,9.718683333333333
9430,17.145266666666664
9431,6.568716666666666
9432,9.723516666666665
9433,7.447866666666667
9434,9.58045
9435,5.3175
9436,2.2804833333333336
9437,5.617933333333334
9438,5.206683333333333
9439,7.419300000000001
9440,7.759600000000001
9441,11.328
9442,1.3278
9443,2.027
9444,4.566366666666667
9445,11.07465
9446,1.8783833333333333
9447,11.099916666666667
9448,2.3520333333333334
9449,15.21015
9450,19.9757
9451,11.948083333333333
9452,9.453516666666667
9453,2.7861333333333334
9454,10.576716666666666
9455,3.0602333333333336
9456,15.4701
9457,6.44195
9458,9.753016666666667
9459,8.1816
9460,8.795633333333335
9461,9.332966666666666
9462,15.5453
9463,5.546933333333333
9464,15.111683333333334
9465,2.1309666666666667
9466,12.097800000000001
9467,11.089366666666667
9468,1.6506
9469,5.29275
9470,8.231983333333334
9471,6.915866666666667
9472,4.8459
9473,32.17588333333334
9474,38.509366666666665
9475,19.321866666666665
9476,12.048966666666667
9477,10.314316666666667
9478,9.163216666666667
9479,40.565666666666665
9480,14.74245
9481,17.1509
9482,19.491266666666668
9483,30.273733333333332
9484,10.579649999999999
9485,23.200033333333334
9486,15.368383333333332
9488,8.834033333333334
9489,1.30085
9490,11.867933333333333
9491,12.053216666666666
9492,11.773366666666668
9493,27.42481666666667
9494,8.226533333333332
9495,8.03955
9496,2.5617666666666663
9497,7.262316666666666
9498,10.1424
9499,6.178116666666667
9500,7.834549999999999
9501,12.861983333333335
9502,7.111949999999999
9503,4.838266666666667
9504,8.58
9505,1.8551166666666667
9506,5.619166666666667
9507,8.550183333333333
9508,10.538483333333334
9509,9.918116666666666
9510,18.748416666666667
9511,6.034133333333333
9512,9.574416666666668
9513,12.066266666666667
9514,16.777233333333335
9515,27.780633333333334
9516,20.58533333333333
9517,10.1755
9518,6.270333333333334
9519,7.576616666666666
9520,30.632933333333334
9521,1.0818166666666669
9522,8.391033333333333
9523,7.66205
9524,4.3792333333333335
9525,4.8891
9526,11.139533333333333
9527,8.807883333333333
9528,2.9497166666666668
9529,15.267866666666666
9530,25.79485
9531,22.712783333333334
9532,3.74035
9533,23.404716666666666
9534,11.606333333333334
9535,15.796683333333334
9536,10.329283333333333
9537,4.130433333333333
9538,13.777800000000001
9539,3.3778
9540,8.1312
9541,8.12015
9542,13.39455
9543,4.6642166666666665
9544,10.885633333333335
9545,21.430600000000002
9546,8.892433333333335
9547,8.443516666666666
9548,4.083433333333334
9549,4.0969
9550,22.90876666666667
9551,6.488383333333333
9552,3.292666666666667
9553,5.63045
9554,10.573633333333333
9555,11.318916666666667
9556,6.804833333333334
9557,30.429566666666666
9558,30.992833333333333
9559,33.56306666666667
9560,14.951816666666668
9561,17.33975
9562,29.260733333333334
9563,21.078599999999998
9564,64.5207
9565,28.4368
9566,6.2250499999999995
9567,17.6164
9568,11.906933333333335
9569,28.452383333333334
9570,9.310866666666668
9571,9.623966666666666
9572,16.561716666666666
9573,1.9958333333333333
9574,4.7924
9575,3.966533333333333
9576,22.177799999999998
9577,4.246333333333333
9579,5.611383333333333
9580,4.8537333333333335
9581,12.613333333333333
9582,14.235416666666667
9583,2.5057166666666664
9584,1.7505666666666668
9585,9.18675
9586,3.240933333333333
9587,13.0255
9588,30.581933333333332
9589,13.089983333333333
9590,6.99495
9591,5.7269
9592,10.498183333333333
9593,4.904516666666667
9594,11.740716666666666
9595,9.24025
9596,10.087716666666667
9597,15.865883333333333
9598,11.03665
9599,3.326516666666667
9600,1.5331166666666667
9601,1.4598
9602,2.69605
9603,3.192633333333333
9604,4.060616666666666
9605,14.389800000000001
9607,16.519133333333333
9612,4.407383333333333
9613,5.026983333333334
9614,1.899
9615,3.4666833333333336
9618,1.5780166666666666
9619,1.2256333333333334
9620,8.470533333333334
9621,37.27741666666667
9622,7.729066666666667
9623,6.92505
9624,9.938166666666666
9625,2.0233666666666665
9626,1.32145
9627,9.646983333333333
9628,5.9182
9629,3.7302833333333334
9630,5.463283333333334
9631,22.195800000000002
9632,11.399049999999999
9633,6.787833333333333
9634,6.824416666666666
9635,10.566833333333333
9636,11.11845
9637,7.9107666666666665
9638,6.400033333333334
9639,2.9303833333333333
9640,11.1902
9641,20.900283333333334
9642,6.061516666666666
9643,1.7252166666666668
9644,2.628433333333333
9645,7.1883
9646,8.187483333333335
9647,15.665033333333334
9648,7.693650000000001
9649,4.215616666666667
9650,17.1304
9651,21.84016666666667
9652,8.555033333333334
9653,3.9533666666666667
9655,12.196116666666667
9656,7.0821499999999995
9657,6.9799500000000005
9658,11.60215
9659,13.585
9660,12.249500000000001
9661,3.0084333333333335
9662,35.32731666666667
9663,11.343633333333335
9664,7.193933333333334
9665,4.36265
9666,5.544566666666666
9667,12.935933333333333
9668,14.33495
9669,8.155216666666666
9670,14.261616666666667
9671,9.683283333333332
9672,2.9804166666666663
9673,4.9898
9674,8.6906
9675,36.11476666666667
9676,14.8664
9677,18.195733333333333
9679,9.105166666666666
9680,27.7205
9681,19.46741666666667
9682,18.653716666666664
9683,12.990833333333335
9684,15.2452
9685,9.942033333333335
9686,18.6478
9687,5.315966666666667
9688,6.604550000000001
9689,3.245816666666667
9690,5.0057
9691,10.035983333333332
9692,2.1163333333333334
9693,10.7267
9694,16.640466666666665
9695,6.015766666666667
9696,11.608016666666666
9697,17.06315
9698,9.638066666666667
9699,8.583866666666667
9700,5.024249999999999
9701,5.787316666666666
9702,6.175433333333333
9703,8.056833333333334
9704,16.888783333333333
9705,1.7622166666666668
9706,4.5305333333333335
9707,15.151383333333333
9708,11.050166666666666
9709,17.199366666666666
9710,1.1325166666666666
9711,9.825099999999999
9712,3.534683333333333
9713,4.414516666666667
9714,2.4606833333333333
9715,14.204316666666667
9716,17.541416666666667
9717,16.991616666666665
9718,10.42935
9719,5.1096
9720,8.602599999999999
9721,15.8996
9722,4.689866666666666
9723,1.6359166666666667
9724,4.566016666666667
9725,7.5594833333333336
9726,9.028416666666667
9727,1.8234166666666667
9729,3.762016666666667
9730,7.257949999999999
9731,8.429383333333332
9732,4.501616666666666
