,Average Time,Game_Duration,Time_Per_Move,Number_of_Turns
15785,0.01,18.38,0.27,68
15786,0.03,7.66,0.21,37
15787,0.03,8.84,0.23,38
15788,0.01,9.07,0.12,74
15789,0.01,13.53,0.18,76
15790,0.04,4.89,0.18,27
15791,0.02,14.07,0.26,55
15792,0.02,5.84,0.12,48
15793,0.01,14.06,0.18,76
15794,0.01,15.11,0.09,168
15795,0.02,5.7,0.12,46
15796,0.01,16.04,0.14,114
15797,0.03,7.93,0.25,32
15798,0.01,19.66,0.16,126
15799,0.01,18.29,0.19,95
15800,0.02,13.63,0.25,55
15801,0.01,16.94,0.11,149
15802,0.01,14.11,0.17,83
15804,0.01,19.88,0.14,144
15805,0.01,17.77,0.14,123
15806,0.02,7.47,0.18,41
15807,0.01,13.27,0.13,104
15808,0.04,6.97,0.29,24
15809,0.03,10.02,0.26,39
15810,0.01,15.31,0.17,92
15811,0.01,16.02,0.15,109
15812,0.01,11.61,0.17,70
15813,0.02,11.55,0.24,49
15814,0.01,12.91,0.17,77
15815,0.01,37.72,0.4,95
15816,0.01,14.66,0.11,136
15817,0.02,7.73,0.17,46
15818,0.05,1.98,0.09,21
15819,0.02,6.36,0.12,52
15820,0.02,12.53,0.22,58
15821,0.02,5.02,0.12,43
15822,0.02,9.3,0.16,59
15823,0.01,12.13,0.16,76
15824,0.02,15.02,0.24,62
15825,0.01,13.31,0.14,97
15826,0.02,12.17,0.2,62
15827,0.03,8.35,0.23,36
15828,0.01,12.69,0.11,118
15829,0.01,6.67,0.09,71
15830,0.02,5.74,0.11,51
15831,0.02,6.06,0.13,45
15832,0.03,4.75,0.12,41
15834,0.01,10.02,0.11,92
15835,0.02,6.85,0.12,59
15836,0.02,11.87,0.19,64
15837,0.01,11.67,0.11,103
15838,0.01,9.7,0.09,106
15839,0.01,11.87,0.17,69
15840,0.02,5.44,0.13,41
15841,0.01,9.96,0.14,69
15842,0.02,13.93,0.32,44
15843,0.01,18.62,0.19,99
15844,0.01,15.41,0.09,164
15845,0.02,6.93,0.16,42
15846,0.01,12.32,0.12,107
15847,0.02,6.38,0.11,58
15849,0.05,2.12,0.11,20
15850,0.02,13.12,0.21,62
15851,0.02,10.7,0.19,57
15852,0.02,17.92,0.31,58
15853,0.06,1.18,0.07,17
15855,0.01,13.03,0.16,81
15856,0.01,16.17,0.22,72
15857,0.05,2.32,0.12,19
15858,0.02,13.92,0.3,46
15860,0.01,12.28,0.17,74
15861,0.04,8.34,0.3,28
15862,0.05,9.86,0.47,21
15863,0.05,3.25,0.15,21
15864,0.06,2.79,0.16,17
15865,0.03,7.27,0.21,35
15866,0.01,22.39,0.31,72
15868,0.01,25.16,0.33,76
15869,0.04,5.34,0.21,25
15870,0.03,4.93,0.15,32
15871,0.01,16.81,0.25,67
15872,0.03,10.81,0.35,31
15873,0.02,19.91,0.35,57
15874,0.02,13.17,0.22,61
15875,0.02,12.51,0.25,50
15876,0.03,6.96,0.18,39
15877,0.02,5.8,0.12,47
15878,0.01,17.41,0.19,91
15879,0.07,1.56,0.11,14
15880,0.01,17.19,0.25,69
15881,0.02,6.96,0.11,62
15882,0.01,19.36,0.27,73
15883,0.06,2.88,0.16,18
15884,0.03,2.88,0.09,31
15885,0.02,7.01,0.11,64
15886,0.01,19.84,0.18,110
15887,0.01,16.89,0.1,175
15888,0.01,12.32,0.11,117
15889,0.03,3.45,0.1,34
15890,0.04,2.42,0.09,28
15891,0.02,10.65,0.21,51
15892,0.01,18.27,0.25,74
15893,0.02,4.05,0.08,48
15894,0.01,13.94,0.2,71
15895,0.03,3.86,0.12,33
15896,0.03,6.38,0.16,40
15897,0.01,18.91,0.18,107
15898,0.02,6.8,0.17,40
15899,0.04,3.38,0.15,23
15900,0.04,3.8,0.14,27
15901,0.01,17.58,0.18,100
15902,0.03,5.22,0.17,31
15903,0.02,6.03,0.15,41
15904,0.08,1.77,0.15,12
15905,0.04,2.45,0.11,23
15906,0.01,10.32,0.12,87
15907,0.01,20.01,0.15,132
15908,0.01,14.82,0.21,72
15909,0.01,21.03,0.13,164
15910,0.02,6.06,0.15,41
15911,0.03,3.93,0.13,30
15912,0.01,19.79,0.27,73
15913,0.02,8.6,0.17,50
15914,0.01,10.62,0.1,107
15915,0.03,4.94,0.17,29
15916,0.03,6.31,0.2,32
15917,0.01,16.65,0.15,108
15918,0.02,9.29,0.18,51
15919,0.01,15.63,0.2,79
15920,0.01,12.32,0.14,90
15921,0.01,17.15,0.17,98
15922,0.01,27.3,0.2,139
15923,0.01,23.13,0.29,79
15924,0.01,23.39,0.17,139
15925,0.01,13.09,0.13,100
15926,0.02,6.77,0.16,42
15927,0.02,13.77,0.23,61
15928,0.02,8.19,0.15,54
15929,0.02,13.62,0.32,43
15930,0.01,18.56,0.24,78
15931,0.02,8.33,0.15,57
15932,0.01,13.12,0.15,90
15933,0.01,30.33,0.26,116
15934,0.01,15.22,0.15,104
15935,0.01,29.64,0.29,101
15936,0.01,24.59,0.26,93
15937,0.01,12.2,0.15,84
15938,0.02,4.4,0.09,47
15939,0.01,6.1,0.09,66
15940,0.01,18.14,0.23,80
15941,0.01,9.0,0.08,108
15942,0.01,14.8,0.18,81
15943,0.01,20.18,0.21,96
15944,0.02,14.08,0.25,56
15945,0.02,5.83,0.14,41
15946,0.03,5.33,0.17,31
15947,0.02,10.92,0.19,59
15948,0.03,5.21,0.17,31
15949,0.01,22.64,0.15,151
15950,0.02,18.72,0.36,52
15951,0.02,7.13,0.15,47
15952,0.01,24.52,0.28,88
15953,0.01,20.14,0.29,70
15954,0.01,15.39,0.22,71
15955,0.02,4.65,0.11,42
15956,0.06,14.89,0.93,16
15957,0.01,22.02,0.22,98
15958,0.01,11.35,0.16,72
15959,0.02,19.2,0.34,56
15960,0.01,17.46,0.24,74
15961,0.01,12.15,0.16,77
15962,0.02,9.86,0.21,48
15963,0.03,6.96,0.18,39
15964,0.02,6.53,0.15,44
15965,0.03,7.67,0.23,33
15966,0.01,20.87,0.23,92
15967,0.02,11.16,0.21,53
15968,0.02,9.66,0.18,53
15969,0.02,7.12,0.15,49
15970,0.01,10.97,0.15,72
15971,0.01,19.45,0.2,97
15972,0.02,22.67,0.37,61
15973,0.01,17.63,0.23,77
15974,0.02,12.87,0.26,49
15975,0.01,14.99,0.08,185
15976,0.02,7.46,0.17,43
15977,0.03,2.1,0.06,35
15978,0.01,11.6,0.16,74
15979,0.01,15.5,0.1,161
15980,0.01,7.59,0.09,86
15981,0.02,36.8,0.66,56
15982,0.06,7.69,0.48,16
15983,0.01,41.89,0.48,87
15984,0.06,6.14,0.36,17
15985,0.01,65.98,0.62,107
15986,0.02,33.12,0.6,55
15987,0.01,74.55,0.84,89
15988,0.01,65.92,0.63,104
15989,0.01,47.99,0.42,113
15990,0.05,4.18,0.22,19
15991,0.01,37.74,0.43,87
15992,0.02,29.03,0.5,58
15993,0.01,52.56,0.33,160
15994,0.02,33.26,0.52,64
15995,0.1,1.03,0.1,10
15996,0.01,39.97,0.5,80
15997,0.01,55.9,0.36,154
15998,0.02,19.27,0.37,52
15999,0.05,8.91,0.47,19
16000,0.02,23.37,0.38,61
16001,0.02,28.35,0.52,55
16002,0.02,23.38,0.43,55
16003,0.06,11.22,0.66,17
16004,0.03,13.17,0.39,34
16005,0.01,38.21,0.29,130
16006,0.02,32.42,0.56,58
16007,0.01,45.87,0.31,150
16008,0.01,66.11,0.49,135
16009,0.01,55.68,0.47,119
16010,0.02,32.7,0.55,59
16011,0.01,60.86,0.75,81
16012,0.02,35.97,0.58,62
16013,0.01,38.75,0.34,113
16014,0.01,28.3,0.4,71
16015,0.02,16.64,0.37,45
16016,0.01,28.74,0.28,103
16017,0.02,25.13,0.61,41
16018,0.01,33.61,0.29,116
16019,0.02,22.33,0.37,60
16020,0.01,32.97,0.23,142
16021,0.01,27.34,0.33,84
16022,0.03,4.31,0.15,29
16023,0.01,40.06,0.49,81
16024,0.03,18.18,0.52,35
16025,0.02,39.47,0.61,65
16026,0.02,27.18,0.44,62
16027,0.08,2.26,0.19,12
16028,0.02,20.42,0.44,46
16029,0.01,37.72,0.4,95
16030,0.05,2.5,0.12,20
16031,0.02,14.56,0.29,51
16032,0.25,1.31,0.33,4
16033,0.04,5.85,0.22,27
16034,0.03,18.67,0.47,40
16035,0.03,6.93,0.22,31
16036,0.03,7.9,0.2,40
16037,0.06,2.57,0.16,16
16038,0.02,9.02,0.21,42
16039,0.01,21.79,0.3,72
16040,0.03,7.42,0.19,39
16041,0.03,28.46,0.86,33
16042,0.02,16.6,0.28,59
16043,0.02,7.93,0.18,45
16044,0.02,4.02,0.09,45
16045,0.02,4.13,0.09,46
16046,0.03,4.83,0.13,37
16047,0.02,4.98,0.12,40
16050,0.02,12.5,0.28,44
16051,0.02,17.2,0.26,65
16052,0.06,1.96,0.12,16
16053,0.02,15.93,0.34,47
16054,0.03,10.04,0.31,32
16055,0.04,10.6,0.42,25
16056,0.02,16.13,0.29,55
16057,0.01,35.33,0.3,118
16058,0.01,28.42,0.28,102
16059,0.01,18.22,0.19,96
16060,0.02,10.8,0.24,45
16061,0.01,14.42,0.14,105
16062,0.01,14.79,0.16,94
16063,0.02,7.47,0.18,42
16064,0.07,2.15,0.14,15
16065,0.02,22.53,0.48,47
16066,0.01,14.78,0.14,105
16067,0.01,13.79,0.08,165
16068,0.01,14.9,0.12,123
16069,0.01,8.83,0.12,73
16070,0.01,6.62,0.09,71
16071,0.01,5.78,0.08,70
16072,0.02,10.08,0.17,60
16073,0.03,2.7,0.08,32
16074,0.06,1.36,0.08,17
16075,0.02,7.47,0.16,46
16076,0.01,12.69,0.19,67
16077,0.02,6.93,0.12,56
16078,0.02,7.31,0.18,41
16079,0.01,13.05,0.13,101
16080,0.01,15.67,0.14,111
16081,0.01,18.61,0.15,127
16082,0.02,10.57,0.23,46
16083,0.01,19.79,0.22,88
16085,0.01,20.19,0.23,89
16086,0.02,17.1,0.29,60
16087,0.02,6.27,0.14,45
16088,0.02,12.76,0.26,49
16089,0.02,6.52,0.11,58
16090,0.02,11.26,0.19,58
16092,0.02,8.67,0.19,46
16093,0.02,12.87,0.25,52
16094,0.01,18.03,0.2,89
16095,0.03,6.52,0.19,35
16096,0.02,18.65,0.29,65
16097,0.01,20.1,0.27,75
16098,0.01,17.72,0.24,73
16099,0.01,17.8,0.13,132
16100,0.02,14.56,0.3,48
16101,0.03,6.66,0.22,30
16102,0.01,16.05,0.15,104
16103,0.01,15.72,0.21,75
16104,0.01,16.55,0.22,74
16105,0.01,11.71,0.15,80
16106,0.01,15.57,0.17,93
16107,0.01,11.73,0.11,111
16108,0.02,7.51,0.18,41
16109,0.02,7.89,0.15,52
16110,0.01,20.32,0.17,118
16111,0.02,9.97,0.24,42
16112,0.03,5.13,0.13,40
16113,0.04,3.52,0.15,24
16114,0.02,9.0,0.15,59
16115,0.01,11.14,0.15,72
16116,0.02,7.16,0.12,60
16117,0.01,16.13,0.13,129
16118,0.01,14.49,0.14,100
16119,0.02,11.28,0.21,54
16120,0.03,6.78,0.17,41
16121,0.03,11.67,0.34,34
16122,0.03,6.81,0.23,29
16123,0.03,3.64,0.11,34
16124,0.01,19.93,0.27,73
16125,0.01,10.13,0.14,71
16126,0.01,7.06,0.09,82
16127,0.02,7.61,0.15,50
16128,0.03,4.4,0.13,35
16129,0.02,8.12,0.13,61
16130,0.04,1.59,0.06,28
16131,0.02,8.13,0.14,57
16132,0.02,6.34,0.12,52
16133,0.02,5.87,0.1,59
16134,0.01,11.04,0.15,76
16136,0.01,8.82,0.09,94
16137,0.01,10.78,0.12,91
16138,0.01,13.67,0.15,93
16139,0.01,10.17,0.14,74
16140,0.05,2.24,0.12,19
16141,0.02,9.13,0.14,66
16142,0.03,4.97,0.15,34
16144,0.02,32.53,0.5,65
16145,0.02,18.91,0.36,53
16146,0.02,11.79,0.26,46
16147,0.01,79.95,0.91,88
16148,0.25,11.15,2.79,4
16149,0.02,15.04,0.3,50
16150,0.04,3.82,0.17,22
16151,0.02,9.41,0.2,47
16152,0.02,12.39,0.21,60
16153,0.01,17.56,0.2,88
16154,0.01,12.15,0.18,69
16155,0.02,8.36,0.17,49
16156,0.01,15.36,0.16,96
16157,0.01,16.8,0.18,95
16158,0.02,8.99,0.17,52
16159,0.03,7.05,0.21,33
16160,0.01,16.12,0.19,83
16161,0.01,12.88,0.17,74
16162,0.5,125.82,62.91,2
16163,0.01,12.92,0.15,89
16164,0.06,1.56,0.1,15
16165,0.02,11.26,0.18,63
16166,0.02,12.49,0.19,66
16167,0.02,13.11,0.2,67
16168,0.03,5.39,0.17,32
16169,0.01,13.66,0.13,108
16170,0.01,15.86,0.21,75
16171,0.02,12.53,0.25,50
16172,0.02,6.86,0.16,42
16173,0.01,12.83,0.15,83
16174,0.02,8.53,0.15,57
16175,0.01,7.44,0.11,69
16176,0.02,8.44,0.17,51
16177,0.01,21.7,0.13,172
16178,0.03,7.71,0.23,33
16179,0.01,15.05,0.21,73
16180,0.03,6.12,0.19,33
16181,0.01,16.78,0.18,95
16182,0.02,8.23,0.18,45
16183,0.02,10.87,0.21,51
16184,0.01,16.74,0.19,88
16185,0.01,16.98,0.13,129
16186,0.02,8.48,0.13,66
16187,0.02,7.45,0.12,61
16188,0.02,5.04,0.12,41
16189,0.01,6.81,0.07,104
16190,0.04,2.27,0.08,28
16191,0.02,13.72,0.26,52
16192,0.01,14.79,0.14,103
16193,0.03,6.5,0.17,39
16194,0.01,9.72,0.1,96
16195,0.02,14.04,0.24,59
16196,0.02,9.2,0.14,64
16199,0.01,9.58,0.12,78
16200,0.02,7.41,0.14,54
16201,0.02,10.5,0.2,53
16202,0.03,3.42,0.1,35
16203,0.02,9.71,0.2,49
16204,0.02,5.92,0.14,43
16205,0.02,13.12,0.2,65
16206,0.02,10.34,0.18,57
16207,0.01,16.43,0.19,88
16208,0.02,8.06,0.13,60
16209,0.01,18.45,0.14,128
16210,0.01,18.36,0.11,167
16211,0.01,10.74,0.13,80
16212,0.05,60.06,2.86,21
16213,0.01,10.28,0.12,87
16214,0.02,8.92,0.17,53
16215,0.02,7.49,0.12,61
16216,0.03,3.3,0.1,33
16217,0.02,8.13,0.15,54
16218,0.01,8.81,0.09,101
16219,0.02,9.08,0.14,63
16220,0.01,15.89,0.12,135
16221,0.01,9.68,0.12,80
16222,0.02,8.17,0.13,65
16223,0.03,4.97,0.13,38
16224,0.01,5.35,0.08,66
16225,0.02,7.95,0.19,41
16226,0.02,6.92,0.17,40
16227,0.01,12.98,0.19,69
16228,0.03,4.28,0.13,34
16229,0.02,14.73,0.31,48
16230,0.03,4.74,0.15,31
16231,0.02,9.09,0.21,44
16232,0.04,2.09,0.09,23
16233,0.02,4.22,0.08,52
16234,0.04,3.09,0.11,27
16235,0.02,9.8,0.18,54
16236,0.02,11.19,0.22,51
16237,0.01,12.13,0.14,86
16238,0.03,1.56,0.05,29
16239,0.01,7.4,0.09,78
16240,0.01,5.48,0.06,97
16241,0.02,10.85,0.2,54
16242,0.01,7.98,0.11,73
16243,0.01,12.69,0.18,70
16244,0.02,9.2,0.22,41
16245,0.01,14.65,0.18,81
16246,0.01,21.58,0.32,68
16247,0.03,4.83,0.16,30
16248,0.11,2.08,0.23,9
16249,0.05,4.98,0.23,22
16250,0.01,14.53,0.2,73
16251,0.04,3.54,0.13,28
16252,0.03,10.35,0.33,31
16253,0.01,16.37,0.15,109
16254,0.01,10.66,0.15,72
16255,0.08,1.6,0.12,13
16256,0.01,26.15,0.21,125
16257,0.03,12.51,0.34,37
16258,0.01,19.98,0.26,78
16259,0.01,18.92,0.24,78
16260,0.06,2.58,0.15,17
16261,0.03,13.43,0.41,33
16262,0.04,4.63,0.19,24
16263,0.02,10.4,0.2,52
16264,0.07,1.94,0.13,15
16265,0.01,21.18,0.17,128
16266,0.02,13.74,0.23,59
16267,0.01,33.0,0.23,145
16268,0.03,9.84,0.25,40
16269,0.04,5.88,0.24,25
16270,0.05,4.66,0.21,22
16271,0.02,18.59,0.34,54
16272,0.02,16.65,0.31,53
16273,0.01,20.06,0.19,105
16274,0.02,11.57,0.24,48
16275,0.08,2.16,0.17,13
16276,0.02,11.67,0.27,44
16277,0.07,2.8,0.19,15
16278,0.03,8.72,0.26,33
16279,0.01,15.98,0.22,73
16280,0.02,16.65,0.32,52
16281,0.04,6.79,0.24,28
16282,0.02,10.0,0.18,55
16283,0.05,7.99,0.38,21
16284,0.04,7.91,0.29,27
16285,0.02,8.35,0.17,48
16286,0.01,18.18,0.21,87
16287,0.02,16.28,0.32,51
16288,0.04,5.44,0.2,27
16289,0.02,8.19,0.17,47
16290,0.05,3.11,0.16,20
16291,0.02,6.87,0.16,42
16292,0.02,24.68,0.42,59
16293,0.03,8.45,0.23,36
16294,0.05,4.26,0.21,20
16295,0.02,17.79,0.35,51
16296,0.02,20.36,0.35,58
16297,0.02,10.93,0.21,53
16298,0.04,9.31,0.36,26
16299,0.14,1.08,0.15,7
16300,0.01,19.46,0.26,76
16301,0.02,9.8,0.21,47
16302,0.01,36.49,0.4,92
16303,0.02,22.78,0.41,55
16304,0.02,13.2,0.22,60
16305,0.02,19.66,0.36,55
16306,0.01,41.29,0.52,79
16307,0.03,16.46,0.42,39
16308,0.03,21.41,0.67,32
16309,0.04,3.44,0.15,23
16310,0.02,15.24,0.23,66
16311,0.01,13.47,0.14,96
16312,0.01,17.62,0.11,154
16313,0.01,17.01,0.18,94
16314,0.02,7.36,0.16,47
16315,0.01,13.33,0.16,85
16316,0.02,11.79,0.19,63
16317,0.01,14.1,0.18,77
16318,0.01,14.81,0.12,119
16319,0.01,27.88,0.32,87
16320,0.02,39.94,0.7,57
16321,0.02,19.96,0.33,60
16322,0.01,29.24,0.41,72
16323,0.01,32.97,0.45,73
16324,0.04,4.42,0.16,27
16325,0.02,16.62,0.38,44
16326,0.01,18.85,0.26,72
16327,0.01,13.94,0.12,113
16328,0.02,15.46,0.34,46
16329,0.06,1.7,0.11,16
16330,0.01,40.45,0.55,73
16331,0.01,22.98,0.22,106
16332,0.02,21.66,0.42,51
16333,0.06,3.02,0.17,18
16334,0.01,25.65,0.27,95
16335,0.06,2.68,0.15,18
16336,0.02,14.98,0.23,64
16337,0.11,4.83,0.54,9
16338,0.04,6.16,0.25,25
16339,0.02,8.0,0.14,59
16340,0.01,19.04,0.22,85
16341,0.03,12.96,0.43,30
16342,0.07,3.07,0.2,15
16343,0.02,34.29,0.52,66
16344,0.03,10.86,0.29,38
16345,0.06,3.22,0.18,18
16346,0.01,19.29,0.24,81
16347,0.02,13.43,0.23,58
16348,0.03,5.55,0.18,31
16349,0.02,6.09,0.12,49
16350,0.02,12.88,0.29,44
16351,0.02,20.27,0.31,65
16352,0.03,7.93,0.2,40
16353,0.04,10.53,0.38,28
16354,0.02,27.2,0.49,56
16355,0.05,4.42,0.23,19
16356,0.01,43.74,0.42,105
16357,0.02,6.49,0.16,40
16358,0.02,23.47,0.36,66
16359,0.03,10.09,0.33,31
16360,0.03,7.57,0.23,33
16362,0.11,1.22,0.14,9
16363,0.01,15.16,0.19,79
16364,0.02,27.61,0.56,49
16365,0.02,24.22,0.45,54
16366,0.01,40.24,0.51,79
16367,0.06,5.08,0.32,16
16368,0.03,8.56,0.29,30
16369,0.02,10.42,0.25,41
16370,0.02,98.61,1.52,65
16371,0.02,17.95,0.37,49
16372,0.02,27.14,0.46,59
16373,0.03,17.43,0.47,37
16374,0.05,6.51,0.3,22
16375,0.01,65.19,0.84,78
16376,0.01,19.6,0.29,67
16377,0.02,22.26,0.45,50
16378,0.02,7.43,0.18,42
16379,0.01,22.53,0.23,100
16380,0.02,32.41,0.51,63
16381,0.02,35.51,0.55,64
16382,0.02,23.55,0.36,66
16384,0.01,20.52,0.19,107
16385,0.03,9.07,0.25,37
16386,0.0,40.78,0.16,259
16387,0.01,46.89,0.46,101
16388,0.05,9.8,0.47,21
16389,0.01,29.64,0.25,120
16390,0.01,35.3,0.51,69
16391,0.01,21.38,0.26,82
16392,0.05,4.72,0.25,19
16393,0.01,33.47,0.45,75
16394,0.01,36.38,0.27,134
16395,0.05,2.57,0.13,20
16397,0.01,10.07,0.14,70
16398,0.02,10.85,0.19,58
16399,0.02,7.59,0.17,44
16400,0.01,13.78,0.12,117
16401,0.03,4.27,0.14,31
16402,0.02,11.83,0.18,65
16403,0.03,4.19,0.11,37
16404,0.03,10.02,0.26,39
16405,0.03,14.91,0.43,35
16406,0.01,19.21,0.23,82
16408,0.03,5.0,0.16,31
16409,0.02,15.7,0.34,46
16410,0.08,1.27,0.1,13
16411,0.07,2.94,0.21,14
16412,0.01,8.6,0.12,69
16413,0.02,8.06,0.17,48
16414,0.04,4.68,0.17,28
16416,0.02,5.34,0.12,43
16417,0.01,19.4,0.25,78
16418,0.01,14.28,0.19,75
16419,0.03,6.73,0.17,39
16420,0.02,15.66,0.38,41
16421,0.01,17.55,0.18,98
16422,0.02,7.79,0.13,62
16423,0.02,18.62,0.31,61
16424,0.01,15.72,0.16,100
16425,0.03,14.8,0.4,37
16426,0.01,14.12,0.11,125
16427,0.03,2.73,0.09,30
16428,0.02,11.41,0.27,43
16429,0.01,13.8,0.17,80
16430,0.02,14.91,0.24,63
16431,0.02,8.9,0.18,49
16432,0.03,10.32,0.26,39
16433,0.01,20.04,0.2,102
16434,0.03,4.72,0.12,38
16435,0.01,16.99,0.16,105
16436,0.03,5.76,0.16,35
16437,0.03,9.15,0.26,35
16438,0.01,20.62,0.25,82
16439,0.01,21.05,0.25,83
16440,0.01,9.71,0.11,89
16441,0.05,1.91,0.09,22
16442,0.03,9.3,0.24,39
16443,0.03,5.09,0.15,34
16444,0.02,10.48,0.23,45
16445,0.01,19.18,0.22,88
16446,0.03,5.83,0.15,39
16447,0.02,7.95,0.13,62
16448,0.01,8.67,0.09,102
16449,0.02,7.33,0.18,41
16450,0.03,6.34,0.18,36
16451,0.01,10.99,0.14,81
16452,0.01,4.25,0.06,71
16453,0.03,3.62,0.11,32
16454,0.02,8.54,0.13,65
16455,0.01,15.61,0.23,68
16456,0.01,18.36,0.21,87
16457,0.01,13.47,0.2,66
16458,0.02,6.76,0.11,59
16459,0.01,12.1,0.15,80
16460,0.02,10.39,0.16,66
16461,0.01,11.19,0.13,89
16463,0.01,16.12,0.17,95
16464,0.02,8.2,0.2,41
16465,0.01,15.3,0.14,108
16466,0.01,36.19,0.34,108
16467,0.01,7.32,0.08,92
16468,0.02,6.05,0.1,62
16469,0.02,6.59,0.14,47
16470,0.01,27.8,0.17,168
16471,0.04,3.32,0.12,27
16472,0.05,3.73,0.18,21
16473,0.02,6.89,0.12,58
16474,0.02,15.32,0.24,63
16475,0.04,4.78,0.17,28
16476,0.02,11.01,0.22,49
16477,0.05,3.06,0.15,20
16478,0.01,15.83,0.23,68
16479,0.01,20.2,0.19,107
16480,0.01,20.03,0.14,140
16481,0.01,21.14,0.11,200
16482,0.01,15.98,0.2,80
16483,0.02,8.03,0.17,47
16484,0.02,8.94,0.18,51
16485,0.01,13.9,0.2,71
16486,0.01,13.68,0.16,88
16487,0.01,18.62,0.12,158
16488,0.01,8.58,0.1,85
16489,0.01,16.98,0.1,162
16490,0.02,7.93,0.13,60
16491,0.01,14.16,0.1,141
16492,0.02,7.59,0.18,43
16493,0.01,16.62,0.16,104
16494,0.02,14.88,0.27,55
16495,0.01,15.81,0.2,79
16496,0.02,10.21,0.2,51
16497,0.01,20.27,0.19,109
16498,0.02,7.66,0.19,41
16499,0.01,13.12,0.16,81
16500,0.01,19.4,0.15,131
16501,0.02,16.42,0.27,60
16502,0.02,4.02,0.09,44
16503,0.01,18.33,0.22,83
16504,0.02,10.07,0.19,52
16505,0.01,9.01,0.11,80
16506,0.01,18.06,0.25,73
16507,0.01,21.19,0.11,190
16508,0.01,20.58,0.22,92
16510,0.02,13.54,0.25,54
16511,0.04,2.25,0.08,30
16512,0.02,13.04,0.27,48
16513,0.02,10.44,0.19,54
16514,0.02,10.07,0.24,42
16515,0.02,13.93,0.28,50
16516,0.03,6.72,0.23,29
16517,0.02,6.89,0.14,48
16518,0.01,16.47,0.21,78
16519,0.01,37.12,0.41,90
16520,0.02,11.56,0.25,47
16521,0.02,21.11,0.4,53
16522,0.02,25.88,0.55,47
16523,0.01,25.19,0.35,71
16524,0.01,27.8,0.29,97
16525,0.02,24.44,0.52,47
16526,0.02,36.78,0.63,58
16527,0.01,23.87,0.2,122
16528,0.01,20.74,0.19,111
16529,0.01,23.6,0.26,91
16530,0.02,17.88,0.34,53
16531,0.01,24.94,0.19,130
16532,0.02,13.13,0.31,43
16533,0.01,33.11,0.27,121
16534,0.01,48.63,0.44,110
16535,0.01,36.34,0.38,96
16536,0.02,15.61,0.36,43
16537,0.01,18.39,0.23,81
16538,0.01,42.09,0.33,129
16539,0.01,118.67,0.72,164
16540,0.01,31.75,0.4,79
16541,0.02,24.65,0.46,54
16542,0.01,57.83,0.45,128
16543,0.01,42.63,0.53,80
16544,0.02,28.39,0.46,62
16545,0.02,12.97,0.29,44
16546,0.01,44.29,0.61,73
16548,0.02,21.82,0.41,53
16549,0.01,23.75,0.29,83
16550,0.01,68.53,0.71,97
16551,0.01,44.79,0.55,82
16552,0.03,17.13,0.48,36
16553,0.04,4.27,0.16,26
16554,0.02,41.13,0.78,53
16555,0.01,18.89,0.17,114
16556,0.01,17.78,0.23,77
16557,0.02,18.81,0.33,57
16558,0.01,63.42,0.68,93
16559,0.02,55.41,0.85,65
16560,0.01,10.45,0.11,99
16561,0.01,13.8,0.2,69
16562,0.03,2.8,0.08,34
16563,0.03,3.44,0.09,37
16564,0.01,8.49,0.12,72
16565,0.02,6.39,0.1,61
16566,0.01,6.9,0.08,87
16567,0.02,5.36,0.11,49
16569,0.02,10.65,0.16,66
16570,0.04,4.66,0.17,27
16571,0.04,4.08,0.16,25
16572,0.01,10.96,0.11,102
16573,0.02,11.46,0.19,60
16574,0.02,10.36,0.23,45
16575,0.01,18.42,0.19,99
16576,0.02,6.45,0.16,41
16577,0.02,8.43,0.15,55
16578,0.02,5.5,0.11,51
16579,0.01,10.45,0.15,72
16580,0.01,10.22,0.11,97
16581,0.02,7.45,0.16,48
16582,0.02,12.13,0.2,61
16583,0.08,1.82,0.14,13
16584,0.01,11.28,0.14,80
16585,0.01,13.85,0.14,101
16586,0.02,10.64,0.16,68
16587,0.01,6.68,0.08,87
16588,0.01,14.2,0.14,104
16589,0.01,3.87,0.05,81
16590,0.05,1.33,0.06,21
16591,0.02,7.57,0.12,65
16592,0.02,3.03,0.07,46
16593,0.01,9.84,0.12,80
16594,0.01,6.51,0.07,96
16595,0.01,12.14,0.1,118
16596,0.01,13.78,0.19,74
16597,0.01,57.13,0.75,76
16598,0.02,9.24,0.16,56
16599,0.01,14.08,0.17,82
16600,0.03,7.82,0.21,38
16601,0.02,9.11,0.17,55
16602,0.02,8.43,0.15,58
16603,0.01,10.11,0.14,73
16604,0.03,6.18,0.17,36
16605,0.01,17.0,0.19,90
16606,0.01,14.15,0.16,86
16607,0.02,4.59,0.09,49
16608,0.02,6.28,0.1,64
16609,0.03,3.02,0.1,29
16610,0.02,6.46,0.1,64
16611,0.02,9.58,0.15,62
16612,0.02,8.98,0.15,59
16613,0.02,5.53,0.13,41
16614,0.02,3.8,0.08,45
16615,0.03,4.2,0.14,29
16616,0.01,9.16,0.09,99
16617,0.02,7.4,0.16,47
16618,0.01,14.76,0.17,86
16619,0.02,9.21,0.17,54
16620,0.05,1.68,0.08,22
16621,0.01,56.88,0.53,107
16622,0.04,1.6,0.07,23
16623,0.02,13.57,0.23,58
16624,0.02,13.96,0.22,64
16625,0.01,15.23,0.21,71
16626,0.01,18.23,0.14,128
16627,0.01,10.58,0.15,72
16628,0.01,10.47,0.14,76
